Station,District,Latitude,Longitude,timestamp,month,day_of_year,rainfall_mm,rainfall_previous,rainfall_3_obs,rainfall_6_obs,river_level,river_level_change,river_level_rolling_mean_3,river_level_rolling_max_6
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-09 05:00:00,7,190,10.0,1.0,12.0,23.0,1.755,-0.20200000000000018,1.903333333333333,2.064
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-09 06:00:00,7,190,2.0,10.0,13.0,18.0,1.766,0.01100000000000012,1.8259999999999998,2.064
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-09 07:00:00,7,190,3.0,2.0,15.0,20.0,1.971,0.20500000000000007,1.8306666666666664,2.064
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-09 10:00:00,7,190,1.0,3.0,6.0,18.0,2.049,0.07799999999999985,1.9286666666666665,2.049
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-10 16:00:00,7,191,8.0,1.0,12.0,25.0,1.996,-0.052999999999999936,2.005333333333333,2.049
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-11 08:00:00,7,192,1.0,8.0,10.0,25.0,2.245,0.2490000000000001,2.0966666666666662,2.245
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-11 15:00:00,7,192,15.0,1.0,24.0,30.0,2.228,-0.016999999999999904,2.1563333333333334,2.245
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-11 16:00:00,7,192,8.0,15.0,24.0,36.0,2.498,0.27,2.3236666666666665,2.498
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-11 17:00:00,7,192,1.0,8.0,24.0,34.0,2.53,0.031999999999999584,2.4186666666666667,2.53
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-12 09:00:00,7,193,1.0,1.0,10.0,34.0,2.337,-0.19299999999999962,2.455,2.53
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-12 10:00:00,7,193,1.0,1.0,3.0,27.0,2.311,-0.026000000000000245,2.3926666666666665,2.53
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-12 17:00:00,7,193,10.0,1.0,12.0,36.0,2.28,-0.03100000000000014,2.309333333333333,2.53
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-13 10:00:00,7,194,1.0,10.0,12.0,22.0,2.486,0.2060000000000004,2.359,2.53
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-13 15:00:00,7,194,1.0,1.0,12.0,15.0,2.343,-0.14300000000000024,2.369666666666667,2.53
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-13 22:00:00,7,194,2.0,1.0,4.0,16.0,2.315,-0.028000000000000025,2.3813333333333335,2.486
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-14 14:00:00,7,195,23.0,2.0,26.0,38.0,2.082,-0.2330000000000001,2.246666666666666,2.486
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-14 15:00:00,7,195,22.0,23.0,47.0,59.0,2.296,0.21399999999999997,2.2309999999999994,2.486
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-15 15:00:00,7,196,1.0,22.0,46.0,50.0,2.448,0.15200000000000014,2.2753333333333328,2.486
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-20 09:00:00,7,201,1.0,1.0,24.0,50.0,2.029,-0.41900000000000004,2.2576666666666667,2.448
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-20 13:00:00,7,201,2.0,1.0,4.0,51.0,1.816,-0.21299999999999986,2.0976666666666666,2.448
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-20 14:00:00,7,201,5.0,2.0,8.0,54.0,2.014,0.19799999999999973,1.9529999999999996,2.448
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-20 15:00:00,7,201,1.0,5.0,8.0,32.0,2.034,0.020000000000000018,1.9546666666666663,2.448
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-20 16:00:00,7,201,1.0,1.0,7.0,11.0,2.123,0.08900000000000041,2.057,2.448
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-21 00:00:00,7,202,28.0,1.0,30.0,38.0,2.374,0.2509999999999999,2.1769999999999996,2.374
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-21 01:00:00,7,202,74.0,28.0,103.0,111.0,2.567,0.19300000000000006,2.3546666666666667,2.567
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-21 02:00:00,7,202,13.0,74.0,115.0,122.0,2.535,-0.03200000000000003,2.4919999999999995,2.567
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-22 14:00:00,7,203,2.0,13.0,89.0,119.0,2.273,-0.262,2.458333333333333,2.567
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-22 15:00:00,7,203,3.0,2.0,18.0,121.0,2.268,-0.0050000000000003375,2.3586666666666667,2.567
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-22 16:00:00,7,203,1.0,3.0,6.0,121.0,2.262,-0.005999999999999783,2.2676666666666665,2.567
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-22 17:00:00,7,203,1.0,1.0,5.0,94.0,2.269,0.007000000000000117,2.2663333333333333,2.567
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-22 18:00:00,7,203,1.0,1.0,3.0,21.0,2.292,0.022999999999999687,2.274333333333333,2.535
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-22 19:00:00,7,203,1.0,1.0,3.0,9.0,2.34,0.04800000000000004,2.3003333333333327,2.34
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-22 21:00:00,7,203,1.0,1.0,3.0,8.0,2.415,0.07500000000000018,2.3489999999999998,2.415
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-22 23:00:00,7,203,1.0,1.0,3.0,6.0,2.42,0.004999999999999893,2.391666666666666,2.42
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-23 08:00:00,7,204,1.0,1.0,3.0,6.0,2.409,-0.01100000000000012,2.414666666666666,2.42
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-23 10:00:00,7,204,1.0,1.0,3.0,6.0,2.377,-0.03200000000000003,2.4019999999999997,2.42
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-23 12:00:00,7,204,1.0,1.0,3.0,6.0,2.353,-0.023999999999999577,2.3796666666666666,2.42
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-23 15:00:00,7,204,1.0,1.0,3.0,6.0,2.128,-0.2250000000000001,2.2859999999999996,2.42
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-23 19:00:00,7,204,1.0,1.0,3.0,6.0,2.475,0.347,2.3186666666666667,2.475
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-23 22:00:00,7,204,1.0,1.0,3.0,6.0,2.557,0.08199999999999985,2.3866666666666663,2.557
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-24 01:00:00,7,205,1.0,1.0,3.0,6.0,2.788,0.23099999999999987,2.606666666666666,2.788
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-24 03:00:00,7,205,1.0,1.0,3.0,6.0,2.76,-0.028000000000000025,2.701666666666666,2.788
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-24 06:00:00,7,205,1.0,1.0,3.0,6.0,2.718,-0.041999999999999815,2.7553333333333327,2.788
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-24 08:00:00,7,205,1.0,1.0,3.0,6.0,2.685,-0.03299999999999992,2.7209999999999996,2.788
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-24 12:00:00,7,205,1.0,1.0,3.0,6.0,2.606,-0.07900000000000018,2.669666666666666,2.788
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-24 15:00:00,7,205,1.0,1.0,3.0,6.0,2.568,-0.03799999999999981,2.619666666666666,2.788
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-24 22:00:00,7,205,1.0,1.0,3.0,6.0,2.463,-0.10499999999999998,2.545666666666666,2.76
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-25 04:00:00,7,206,1.0,1.0,3.0,6.0,2.397,-0.06600000000000028,2.4759999999999995,2.718
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-25 13:00:00,7,206,1.0,1.0,3.0,6.0,2.314,-0.08299999999999974,2.3913333333333333,2.685
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-25 22:00:00,7,206,1.0,1.0,3.0,6.0,2.228,-0.08599999999999985,2.3129999999999993,2.606
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-26 08:00:00,7,207,1.0,1.0,3.0,6.0,2.197,-0.03100000000000014,2.246333333333333,2.568
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-26 20:00:00,7,207,1.0,1.0,3.0,6.0,2.175,-0.02200000000000024,2.1999999999999997,2.463
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-27 10:00:00,7,208,1.0,1.0,3.0,6.0,2.274,0.0990000000000002,2.215333333333333,2.397
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-28 00:00:00,7,209,1.0,1.0,3.0,6.0,2.178,-0.09600000000000009,2.2089999999999996,2.314
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-28 20:00:00,7,209,1.0,1.0,3.0,6.0,2.14,-0.03799999999999981,2.1973333333333334,2.274
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-29 18:00:00,7,210,1.0,1.0,3.0,6.0,2.142,0.0019999999999997797,2.153333333333333,2.274
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-07-31 13:00:00,7,212,1.0,1.0,3.0,6.0,2.416,0.274,2.2326666666666664,2.416
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-02 05:00:00,8,214,1.0,1.0,3.0,6.0,2.678,0.262,2.4119999999999995,2.678
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-04 02:00:00,8,216,1.0,1.0,3.0,6.0,3.474,0.7960000000000003,2.856,3.474
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-06 08:00:00,8,218,1.0,1.0,3.0,6.0,2.922,-0.552,3.0246666666666666,3.474
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-07 09:00:00,8,219,1.0,1.0,3.0,6.0,2.741,-0.18100000000000005,3.045666666666667,3.474
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-09 06:00:00,8,221,1.0,1.0,3.0,6.0,2.8,0.05899999999999972,2.8209999999999997,3.474
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-09 21:00:00,8,221,1.0,1.0,3.0,6.0,2.818,0.018000000000000238,2.786333333333333,3.474
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-10 00:00:00,8,222,1.0,1.0,3.0,6.0,2.725,-0.09299999999999997,2.781,3.474
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-11 10:00:00,8,223,1.0,1.0,3.0,6.0,2.414,-0.31099999999999994,2.652333333333333,2.922
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-13 22:00:00,8,225,1.0,1.0,3.0,6.0,2.318,-0.09600000000000009,2.4856666666666665,2.818
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-14 15:00:00,8,226,1.0,1.0,3.0,6.0,2.915,0.597,2.549,2.915
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-15 08:00:00,8,227,1.0,1.0,3.0,6.0,2.623,-0.2919999999999998,2.6186666666666665,2.915
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-15 22:00:00,8,227,1.0,1.0,3.0,6.0,2.392,-0.23100000000000032,2.643333333333333,2.915
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-16 10:00:00,8,228,1.0,1.0,3.0,6.0,2.291,-0.10099999999999998,2.435333333333333,2.915
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-16 16:00:00,8,228,1.0,1.0,3.0,6.0,2.264,-0.027000000000000135,2.3156666666666665,2.915
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-17 09:00:00,8,229,1.0,1.0,3.0,6.0,2.425,0.16100000000000003,2.326666666666666,2.915
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-18 01:00:00,8,230,1.0,1.0,3.0,6.0,2.182,-0.24299999999999988,2.290333333333333,2.623
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-18 23:00:00,8,230,1.0,1.0,3.0,6.0,2.228,0.04600000000000026,2.278333333333333,2.425
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-19 13:00:00,8,231,1.0,1.0,3.0,6.0,2.19,-0.038000000000000256,2.1999999999999997,2.425
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-20 01:00:00,8,232,1.0,1.0,3.0,6.0,2.299,0.10899999999999999,2.2389999999999994,2.425
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-20 11:00:00,8,232,1.0,1.0,3.0,6.0,2.322,0.02300000000000013,2.2703333333333333,2.425
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-20 19:00:00,8,232,1.0,1.0,3.0,6.0,2.19,-0.13200000000000012,2.270333333333333,2.322
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-21 02:00:00,8,233,1.0,1.0,3.0,6.0,2.516,0.32600000000000007,2.3426666666666662,2.516
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-21 09:00:00,8,233,1.0,1.0,3.0,6.0,2.338,-0.17799999999999994,2.348,2.516
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-21 15:00:00,8,233,1.0,1.0,3.0,6.0,2.255,-0.08300000000000018,2.3696666666666664,2.516
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-21 23:00:00,8,233,1.0,1.0,3.0,6.0,2.195,-0.06000000000000005,2.262666666666666,2.516
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-22 06:00:00,8,234,1.0,1.0,3.0,6.0,2.187,-0.008000000000000007,2.212333333333333,2.516
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-22 21:00:00,8,234,1.0,1.0,3.0,6.0,2.103,-0.08399999999999963,2.1616666666666666,2.516
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-23 07:00:00,8,235,1.0,1.0,3.0,6.0,2.099,-0.0040000000000000036,2.1296666666666666,2.338
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-23 20:00:00,8,235,1.0,1.0,3.0,6.0,2.157,0.05799999999999983,2.119666666666667,2.255
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-24 06:00:00,8,236,1.0,1.0,3.0,6.0,2.176,0.019000000000000128,2.144,2.195
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-24 21:00:00,8,236,1.0,1.0,3.0,6.0,2.124,-0.052000000000000046,2.1523333333333334,2.187
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-25 08:00:00,8,237,1.0,1.0,3.0,6.0,2.095,-0.028999999999999915,2.1316666666666664,2.176
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-26 00:00:00,8,238,1.0,1.0,3.0,6.0,2.09,-0.0050000000000003375,2.1029999999999998,2.176
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-26 17:00:00,8,238,1.0,1.0,3.0,6.0,2.209,0.11900000000000022,2.131333333333333,2.209
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-27 07:00:00,8,239,1.0,1.0,3.0,6.0,2.021,-0.18800000000000017,2.1066666666666665,2.209
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-27 23:00:00,8,239,1.0,1.0,3.0,6.0,2.002,-0.019000000000000128,2.077333333333333,2.209
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-28 14:00:00,8,240,1.0,1.0,3.0,6.0,1.995,-0.006999999999999673,2.006,2.209
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-29 04:00:00,8,241,1.0,1.0,3.0,6.0,2.004,0.008999999999999897,2.0003333333333333,2.209
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-30 05:00:00,8,242,1.0,1.0,3.0,6.0,1.954,-0.050000000000000044,1.984333333333333,2.209
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-30 22:00:00,8,242,1.0,1.0,3.0,6.0,1.959,0.0050000000000001155,1.972333333333333,2.021
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-08-31 16:00:00,8,243,1.0,1.0,3.0,6.0,2.091,0.13200000000000012,2.001333333333333,2.091
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-09-01 06:00:00,9,244,1.0,1.0,3.0,6.0,2.018,-0.0730000000000004,2.0226666666666664,2.091
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-09-01 22:00:00,9,244,1.0,1.0,3.0,6.0,1.999,-0.018999999999999684,2.0359999999999996,2.091
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-09-02 11:00:00,9,245,1.0,1.0,3.0,6.0,1.97,-0.029000000000000137,1.995666666666666,2.091
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-09-03 04:00:00,9,246,1.0,1.0,3.0,6.0,1.972,0.0020000000000000018,1.980333333333333,2.091
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-11-25 15:00:00,11,329,45.0,1.0,47.0,50.0,2.306,0.3340000000000001,2.0826666666666664,2.306
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-11-30 22:00:00,11,334,102.0,45.0,148.0,151.0,2.297,-0.008999999999999897,2.1916666666666664,2.306
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-12-08 13:00:00,12,342,20.0,102.0,167.0,170.0,1.668,-0.6290000000000002,2.090333333333333,2.306
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2022-12-08 14:00:00,12,342,940.0,20.0,1062.0,1109.0,1.666,-0.0020000000000000018,1.8769999999999996,2.306
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-03-24 13:00:00,3,83,1.5,940.0,961.5,1109.5,2.451,0.7850000000000001,1.9283333333333328,2.451
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-03-26 21:00:00,3,85,3.0,1.5,944.5,1111.5,2.42,-0.03100000000000014,2.179,2.451
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-03-31 16:00:00,3,90,0.5,3.0,5.0,1067.0,2.389,-0.03100000000000014,2.4199999999999995,2.451
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-01 18:00:00,4,91,2.0,0.5,5.5,967.0,2.415,0.026000000000000245,2.4079999999999995,2.451
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-02 01:00:00,4,92,1.0,2.0,3.5,948.0,2.47,0.05500000000000016,2.4246666666666665,2.47
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-02 02:00:00,4,92,3.0,1.0,6.0,11.0,2.48,0.009999999999999787,2.4549999999999996,2.48
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-02 03:00:00,4,92,1.0,3.0,5.0,10.5,2.517,0.03699999999999992,2.4889999999999994,2.517
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-02 13:00:00,4,92,9.0,1.0,13.0,16.5,2.668,0.15100000000000025,2.5549999999999997,2.668
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-02 14:00:00,4,92,10.0,9.0,20.0,26.0,2.679,0.010999999999999677,2.621333333333333,2.679
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-02 15:00:00,4,92,2.0,10.0,21.0,26.0,2.704,0.025000000000000355,2.683666666666666,2.704
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-20 05:00:00,4,110,2.0,2.0,14.0,27.0,2.336,-0.3680000000000003,2.5729999999999995,2.704
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-21 02:00:00,4,111,1.0,2.0,5.0,25.0,2.331,-0.004999999999999893,2.4569999999999994,2.704
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-21 03:00:00,4,111,6.0,1.0,9.0,30.0,2.333,0.002000000000000224,2.3333333333333326,2.704
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-21 04:00:00,4,111,2.0,6.0,9.0,23.0,2.332,-0.001000000000000334,2.3319999999999994,2.704
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-21 05:00:00,4,111,1.0,2.0,9.0,14.0,2.322,-0.009999999999999787,2.3289999999999993,2.704
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-21 06:00:00,4,111,4.0,1.0,7.0,16.0,2.334,0.01200000000000001,2.329333333333333,2.336
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-21 09:00:00,4,111,1.0,4.0,6.0,15.0,2.339,0.004999999999999893,2.3316666666666666,2.339
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-22 01:00:00,4,112,1.0,1.0,6.0,15.0,2.384,0.04499999999999993,2.3523333333333327,2.384
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 05:00:00,4,113,3.0,1.0,5.0,12.0,2.324,-0.06000000000000005,2.3489999999999998,2.384
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 06:00:00,4,113,5.0,3.0,9.0,15.0,2.331,0.007000000000000117,2.3463333333333325,2.384
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 07:00:00,4,113,1.0,5.0,9.0,15.0,2.349,0.018000000000000238,2.334666666666666,2.384
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 08:00:00,4,113,1.0,1.0,7.0,12.0,2.347,-0.002000000000000224,2.342333333333333,2.384
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 09:00:00,4,113,1.0,1.0,3.0,12.0,2.345,-0.0019999999999997797,2.3469999999999995,2.384
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 10:00:00,4,113,1.0,1.0,3.0,12.0,2.347,0.0019999999999997797,2.346333333333333,2.349
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 11:00:00,4,113,1.0,1.0,3.0,10.0,2.352,0.004999999999999893,2.3479999999999994,2.352
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 12:00:00,4,113,32.0,1.0,34.0,37.0,2.381,0.028999999999999915,2.3599999999999994,2.381
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-04-23 14:00:00,4,113,1.0,32.0,34.0,37.0,2.393,0.01200000000000001,2.375333333333333,2.393
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-03 15:00:00,5,123,30.0,1.0,63.0,66.0,2.401,0.008000000000000007,2.391666666666666,2.401
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-04 04:00:00,5,124,38.0,30.0,69.0,103.0,2.411,0.010000000000000231,2.401666666666666,2.411
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-10 14:00:00,5,130,0.5,38.0,68.5,102.5,2.34,-0.07100000000000017,2.383999999999999,2.411
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-10 15:00:00,5,130,10.0,0.5,48.5,111.5,2.333,-0.006999999999999673,2.3613333333333326,2.411
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-16 00:00:00,5,136,0.5,10.0,11.0,80.0,2.3,-0.03300000000000036,2.324333333333333,2.411
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-16 02:00:00,5,136,12.0,0.5,22.5,91.0,2.305,0.0050000000000003375,2.3126666666666664,2.411
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-16 22:00:00,5,136,20.0,12.0,32.5,81.0,2.464,0.1589999999999998,2.356333333333333,2.464
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-23 20:00:00,5,143,1.5,20.0,33.5,44.5,2.488,0.02400000000000002,2.4189999999999996,2.488
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-23 23:00:00,5,143,0.5,1.5,22.0,44.5,2.525,0.03699999999999992,2.492333333333333,2.525
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-26 01:00:00,5,146,36.0,0.5,38.0,70.5,2.447,-0.07799999999999985,2.4866666666666664,2.525
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-26 02:00:00,5,146,10.0,36.0,46.5,80.0,2.494,0.04700000000000015,2.4886666666666666,2.525
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-05-28 16:00:00,5,148,1.0,10.0,47.0,69.0,2.475,-0.019000000000000128,2.4719999999999995,2.525
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-06-04 17:00:00,6,155,2.5,1.0,13.5,51.5,2.483,0.008000000000000007,2.4839999999999995,2.525
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-06-08 13:00:00,6,159,0.5,2.5,4.0,50.5,2.346,-0.137,2.4346666666666663,2.525
NH17 Crossing Boko,Kamrup Metropolitan,25.9775,91.23416667,2023-06-09 13:00:00,6,160,8.0,0.5,11.0,58.0,2.315,-0.03100000000000014,2.3813333333333326,2.494
